KEMET Part Number,Rated Voltage /V,VDC  Surge Voltage /V,Rated Capacitance /uF,Shape,Shape_code,Length /mm,Width /mm,Height /mm,Diameter /mm,Cylinder_length /mm,DC Leakage /mA,Maximum Temperature /deg,Endurance /Hours,MSL /Reflow Temp 260 deg,SPQ,MOQ,Impedance /mohm 20deg 10 kHz,ESL /nH,Type_code,Type,Manufacturer_code,Manufacturer,Dissipation Factor,ESR /mohm 20deg 100 Hz,ESR /mohm 20deg 120 Hz,ESR /mohm 125deg 5 kHz,ESR /mohm 20deg 100 kHz,ESR /mohm 25deg 100 kHz,ESR /mohm 105deg 100 kHz,ESR /mohm 125deg 100 kHz,Ripple /A 40deg 100 Hz,Ripple /A 85deg 100 Hz,Ripple /A 105deg 100 Hz,Ripple /A 125deg 100 Hz,Ripple /A 85deg 120 Hz,Ripple /A 105deg 120 Hz,Ripple /A 60deg 5 kHz,Ripple /A 80deg 5 kHz,Ripple /A 85deg 5 kHz,Ripple /A 100deg 5 kHz,Ripple /A 105deg 5 kHz,Ripple /A 125deg 5 kHz,Ripple /A 140deg 5 kHz,Ripple /A 150deg 5 kHz,Ripple /A 40deg 10 kHz,Ripple /A 85deg 10 kHz,Ripple /A 105deg 10 kHz,Ripple /A 40deg 20 kHz,Ripple /A 25deg 100 kHz,Ripple /A 90deg 100 kHz,Ripple /A 105deg 100 kHz,Ripple /A 125deg 100 kHz,Ripple /A 135deg 100kHz,Ripple /A 150deg 100kHz,ESR_vs_frequency_100,ESR_vs_frequency_1000,ESR_vs_frequency_10000,ESR_vs_frequency_100000,ESR_vs_frequency_1000000,ESR_vs_temperature_0,ESR_vs_temperature_40,ESR_vs_temperature_80,ESR_vs_temperature_120,ESR_vs_temperature_160,current_ratio_vs_frequency_100,current_ratio_vs_frequency_1000,current_ratio_vs_frequency_10000,current_ratio_vs_frequency_100000,current_ratio_vs_frequency_1000000,current_ratio_vs_temperature_0,current_ratio_vs_temperature_40,current_ratio_vs_temperature_80,current_ratio_vs_temperature_120,current_ratio_vs_temperature_160
PEH506SAF3390M(1),250,,390,cylindrical,0,,,,22,45,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,290,,,140,,,,,1.7,,,,,,,,,,,,,,,,8.1,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SBD3390M(1),250,,390,cylindrical,0,,,,25,35,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,300,,,150,,,,,1.6,,,,,,,,,,,,,,,,7.1,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SAG3470M(1),250,,470,cylindrical,0,,,,22,50,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,250,,,120,,,,,1.9,,,,,,,,,,,,,,,,8.9,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SBE3470M(1),250,,470,cylindrical,0,,,,25,40,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,250,,,130,,,,,1.9,,,,,,,,,,,,,,,,8,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SCC3470M(1),250,,470,cylindrical,0,,,,30,30,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,270,,,140,,,,,1.8,,,,,,,,,,,,,,,,6.1,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SAG3560M(1),250,,560,cylindrical,0,,,,22,50,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,210,,,110,,,,,2.1,,,,,,,,,,,,,,,,9.2,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SBF3560M(1),250,,560,cylindrical,0,,,,25,45,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,210,,,110,,,,,2.1,,,,,,,,,,,,,,,,8.9,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SBG3680M(1),250,,680,cylindrical,0,,,,25,50,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,180,,,90,,,,,2.4,,,,,,,,,,,,,,,,9.8,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SCE3680M(1),250,,680,cylindrical,0,,,,30,40,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,180,,,98,,,,,2.3,,,,,,,,,,,,,,,,8.3,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SDC3680M(1),250,,680,cylindrical,0,,,,35,30,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,210,,,120,,,,,2.1,,,,,,,,,,,,,,,,5.8,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SCF3820M(1),250,,820,cylindrical,0,,,,30,45,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,150,,,83,,,,,2.6,,,,,,,,,,,,,,,,9.2,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SDD3820M(1),250,,820,cylindrical,0,,,,35,35,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,170,,,99,,,,,2.4,,,,,,,,,,,,,,,,7,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SCG4100M(1),250,,1000,cylindrical,0,,,,30,50,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,130,,,70,,,,,3.0,,,,,,,,,,,,,,,,10,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SDE4100M(1),250,,1000,cylindrical,0,,,,35,40,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,140,,,82,,,,,2.8,,,,,,,,,,,,,,,,8,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SDF4120M(1),250,,1200,cylindrical,0,,,,35,45,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,120,,,70,,,,,3.1,,,,,,,,,,,,,,,,8.9,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506SDG4150M(1),250,,1500,cylindrical,0,,,,35,50,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,98,,,59,,,,,3.5,,,,,,,,,,,,,,,,9.5,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506UAB2820M(1),350,,82,cylindrical,0,,,,22,25,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1600,,,970,,,,,0.7,,,,,,,,,,,,,,,,3,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506UAC3100M(1),350,,100,cylindrical,0,,,,22,30,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1300,,,800,,,,,0.8,,,,,,,,,,,,,,,,3.5,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506UAD3150M(1),350,,150,cylindrical,0,,,,22,35,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,860,,,540,,,,,1.1,,,,,,,,,,,,,,,,4.4,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506UBC3150M(1),350,,150,cylindrical,0,,,,25,30,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,870,,,550,,,,,1.1,,,,,,,,,,,,,,,,4.3,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506UAE3180M(1),350,,180,cylindrical,0,,,,22,40,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,720,,,450,,,,,1.2,,,,,,,,,,,,,,,,4.9,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506UAF3220M(1),350,,220,cylindrical,0,,,,22,45,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,590,,,370,,,,,1.4,,,,,,,,,,,,,,,,5.6,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506UBD3220M(1),350,,220,cylindrical,0,,,,25,35,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,600,,,380,,,,,1.3,,,,,,,,,,,,,,,,5.3,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH506UCC3220M(1),350,,220,cylindrical,0,,,,30,30,,85,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,610,,,390,,,,,1.4,,,,,,,,,,,,,,,,5.1,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526HAB4270M3,25,,2700,cylindrical,0,,,,22,25,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,54,,14,30,,,,,,,2,,,,,9.7,,7.4,3.7,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526HAC4390M3,25,,3900,cylindrical,0,,,,22,30,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,38,,10,22,,,,,,,2.5,,,,,11.9,,9.1,4.5,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526HBB4390M3,25,,3900,cylindrical,0,,,,25,25,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,41,,14,24,,,,,,,2.3,,,,,10.1,,7.7,3.8,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526HCB4560M3,25,,5600,cylindrical,0,,,,30,25,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,33,,17,22,,,,,,,2.7,,,,,10.2,,7.8,3.8,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526HBD4680M3,25,,6800,cylindrical,0,,,,25,35,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,24,,9,14,,,,,,,3.4,,,,,14.4,,11,5.5,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526KAB4120M3,40,,1200,cylindrical,0,,,,22,25,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,77,,15,28,,,,,,,1.5,,,,,9.4,,7.2,3.6,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526KAC4150M3,40,,1500,cylindrical,0,,,,22,30,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,59,,11,20,,,,,,,1.8,,,,,11.5,,8.8,4.4,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526KBB4150M3,40,,1500,cylindrical,0,,,,25,25,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,62,,16,23,,,,,,,1.7,,,,,9.8,,7.5,3.7,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526KAB4180M3,40,,1800,cylindrical,0,,,,22,25,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,62,,14,28,,,,,,,1.7,,,,,9.6,,7.3,3.7,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526KBD4180M3,40,,1800,cylindrical,0,,,,25,35,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,36,,9,14,,,,,,,2.5,,,,,14.1,,10.7,5.3,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526KAC4220M3,40,,2200,cylindrical,0,,,,22,30,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,49,,11,22,,,,,,,2,,,,,11.7,,8.9,4.5,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526KBB4220M3,40,,2200,cylindrical,0,,,,25,25,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,52,,15,24,,,,,,,1.9,,,,,10,,7.6,3.8,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526KCB4220M3,40,,2200,cylindrical,0,,,,30,25,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,48,,19,22,,,,,,,2.1,,,,,9.8,,7.4,3.7,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526KBD4270M3,40,,2700,cylindrical,0,,,,25,35,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,36,,9,14,,,,,,,2.5,,,,,14.1,,10.7,5.3,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526KCB4330M3,40,,3300,cylindrical,0,,,,30,25,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,40,,18,22,,,,,,,2.4,,,,,10,,7.6,3.8,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526KBD4390M3,40,,3900,cylindrical,0,,,,25,35,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,30,,9,14,,,,,,,2.8,,,,,14.3,,10.9,5.4,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526MAB382AM3,63,,820,cylindrical,0,,,,22,25,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,150,,36,79,,,,,,,1.2,,,,,5.9,,4.6,2.3,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526MAC412AM3,63,,1200,cylindrical,0,,,,22,30,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,100,,26,55,,,,,,,1.5,,,,,7.4,,5.7,2.9,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526MBB412AM3,63,,1200,cylindrical,0,,,,25,25,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,110,,31,59,,,,,,,1.5,,,,,6.8,,5.3,2.6,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526MCB418AM3,63,,1800,cylindrical,0,,,,30,25,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,76,,29,45,,,,,,,1.8,,,,,7.7,,5.9,2.9,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH526MBD422AM3,63,,2200,cylindrical,0,,,,25,35,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,59,,18,34,,,,,,,2.2,,,,,10,,7.7,3.8,,,,,,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JAC4330M(1),35,,3300,cylindrical,0,,,,22,30,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,110,,,93,,,,,,1.9,,,,,,,,,,,,,,,5.1,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JAC4390M(1),35,,3900,cylindrical,0,,,,22,30,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,97,,,83,,,,,,2,,,,,,,,,,,,,,,5.4,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JAD4470M(1),35,,4700,cylindrical,0,,,,22,35,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,80,,,67,,,,,,2.3,,,,,,,,,,,,,,,6.2,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JBC4470M(1),35,,4700,cylindrical,0,,,,25,30,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,86,,,74,,,,,,2.1,,,,,,,,,,,,,,,5.8,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JAE4560M(1),35,,5600,cylindrical,0,,,,22,40,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,67,,,56,,,,,,2.6,,,,,,,,,,,,,,,7.1,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JBC4560M(1),35,,5600,cylindrical,0,,,,25,30,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,78,,,68,,,,,,2.2,,,,,,,,,,,,,,,5.9,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JAE4680M(1),35,,6800,cylindrical,0,,,,22,40,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,58,,,50,,,,,,2.8,,,,,,,,,,,,,,,7.5,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JBD4680M(1),35,,6800,cylindrical,0,,,,25,35,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,63,,,54,,,,,,2.6,,,,,,,,,,,,,,,7,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JCC4680M(1),35,,6800,cylindrical,0,,,,30,30,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,54,,,46,,,,,,3.1,,,,,,,,,,,,,,,8.4,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JAG4820M(1),35,,8200,cylindrical,0,,,,22,50,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,47,,,40,,,,,,3.3,,,,,,,,,,,,,,,8.8,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JBE4820M(1),35,,8200,cylindrical,0,,,,25,40,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,52,,,45,,,,,,2.9,,,,,,,,,,,,,,,8,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JCC4820M(1),35,,8200,cylindrical,0,,,,30,30,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,47,,,40,,,,,,3.3,,,,,,,,,,,,,,,8.8,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JBF5100M(1),35,,10000,cylindrical,0,,,,25,45,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,43,,,38,,,,,,3.3,,,,,,,,,,,,,,,9,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
PEH532JCD5100M(1),35,,10000,cylindrical,0,,,,30,35,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,38,,,32,,,,,,3.8,,,,,,,,,,,,,,,10.3,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
