KEMET Part Number,Rated Voltage /V,VDC  Surge Voltage /V,Rated Capacitance /uF,Shape,Shape_code,Length /mm,Width /mm,Height /mm,Diameter /mm,Cylinder_length /mm,DC Leakage /mA,Maximum Temperature /deg,Endurance /Hours,MSL /Reflow Temp 260 deg,SPQ,MOQ,Impedance /mohm 20deg 10 kHz,ESL /nH,Type_code,Type,Manufacturer_code,Manufacturer,Dissipation Factor,ESR /mohm 20deg 100 Hz,ESR /mohm 20deg 120 Hz,ESR /mohm 125deg 5 kHz,ESR /mohm 20deg 100 kHz,ESR /mohm 25deg 100 kHz,ESR /mohm 105deg 100 kHz,ESR /mohm 125deg 100 kHz,Ripple /A 40deg 100 Hz,Ripple /A 85deg 100 Hz,Ripple /A 105deg 100 Hz,Ripple /A 125deg 100 Hz,Ripple /A 85deg 120 Hz,Ripple /A 105deg 120 Hz,Ripple /A 60deg 5 kHz,Ripple /A 80deg 5 kHz,Ripple /A 85deg 5 kHz,Ripple /A 100deg 5 kHz,Ripple /A 105deg 5 kHz,Ripple /A 125deg 5 kHz,Ripple /A 140deg 5 kHz,Ripple /A 150deg 5 kHz,Ripple /A 40deg 10 kHz,Ripple /A 85deg 10 kHz,Ripple /A 105deg 10 kHz,Ripple /A 40deg 20 kHz,Ripple /A 25deg 100 kHz,Ripple /A 90deg 100 kHz,Ripple /A 105deg 100 kHz,Ripple /A 125deg 100 kHz,Ripple /A 135deg 100kHz,Ripple /A 150deg 100kHz,ESR_vs_frequency_100,ESR_vs_frequency_1000,ESR_vs_frequency_10000,ESR_vs_frequency_100000,ESR_vs_frequency_1000000,ESR_vs_temperature_0,ESR_vs_temperature_40,ESR_vs_temperature_80,ESR_vs_temperature_120,ESR_vs_temperature_160,current_ratio_vs_frequency_100,current_ratio_vs_frequency_1000,current_ratio_vs_frequency_10000,current_ratio_vs_frequency_100000,current_ratio_vs_frequency_1000000,current_ratio_vs_temperature_0,current_ratio_vs_temperature_40,current_ratio_vs_temperature_80,current_ratio_vs_temperature_120,current_ratio_vs_temperature_160
ALC80(1)332EJ200,200,,3300,cylindrical,0,,,,40,70,,105,9000,,,,44,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,72,,,,,,,,,6.26,,,,,,,,,,,,,,10.84,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)392EL200,200,,3900,cylindrical,0,,,,40,80,,105,9000,,,,39,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,62,,,,,,,,,6.9,,,,,,,,,,,,,,11.67,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)472EN200,200,,4700,cylindrical,0,,,,40,100,,105,9000,,,,33,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,52,,,,,,,,,7.67,,,,,,,,,,,,,,12.71,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)562FP200,200,,5600,cylindrical,0,,,,45,105,,105,9000,,,,26,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,42,,,,,,,,,9,,,,,,,,,,,,,,16.01,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)682FP200,200,,6800,cylindrical,0,,,,45,105,,105,9000,,,,23,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,36,,,,,,,,,9.99,,,,,,,,,,,,,,16.71,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)822KP200,200,,8200,cylindrical,0,,,,50,105,,105,9000,,,,20,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,31,,,,,,,,,11.15,,,,,,,,,,,,,,17.54,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)221BB250,250,,220,cylindrical,0,,,,25,30,,105,6000,,,,469,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,796,,,,,,,,,1.17,,,,,,,,,,,,,,2.7,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)271BC250,250,,270,cylindrical,0,,,,25,35,,105,6000,,,,363,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,648,,,,,,,,,1.34,,,,,,,,,,,,,,3.12,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)331BD250,250,,330,cylindrical,0,,,,25,40,,105,6000,,,,314,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,532,,,,,,,,,1.53,,,,,,,,,,,,,,3.53,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)331CB250,250,,330,cylindrical,0,,,,30,30,,105,7000,,,,306,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,524,,,,,,,,,1.62,,,,,,,,,,,,,,3.98,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)391CC250,250,,390,cylindrical,0,,,,30,35,,105,7000,,,,245,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,443,,,,,,,,,1.83,,,,,,,,,,,,,,4.52,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)471CC250,250,,470,cylindrical,0,,,,30,35,,105,7000,,,,206,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,370,,,,,,,,,2.02,,,,,,,,,,,,,,4.82,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)561CD250,250,,560,cylindrical,0,,,,30,40,,105,7000,,,,182,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,311,,,,,,,,,2.28,,,,,,,,,,,,,,5.43,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)751CF250,250,,750,cylindrical,0,,,,30,50,,105,7000,,,,137,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,233,,,,,,,,,2.78,,,,,,,,,,,,,,6.52,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)621DC250,250,,620,cylindrical,0,,,,35,35,,105,8000,,,,170,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,286,,,,,,,,,2.5,,,,,,,,,,,,,,5.53,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)751DD250,250,,750,cylindrical,0,,,,35,40,,105,8000,,,,141,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,237,,,,,,,,,2.84,,,,,,,,,,,,,,6.26,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)821DE250,250,,820,cylindrical,0,,,,35,45,,105,8000,,,,122,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,216,,,,,,,,,3.06,,,,,,,,,,,,,,6.81,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)102DF250,250,,1000,cylindrical,0,,,,35,50,,105,8000,,,,106,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,178,,,,,,,,,3.46,,,,,,,,,,,,,,7.52,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)122DG250,250,,1200,cylindrical,0,,,,35,55,,105,8000,,,,86,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,150,,,,,,,,,3.86,,,,,,,,,,,,,,8.19,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)621EB250,250,,620,cylindrical,0,,,,40,30,,105,9000,,,,178,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,296,,,,,,,,,2.54,,,,,,,,,,,,,,5.21,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)681EB250,250,,680,cylindrical,0,,,,40,30,,105,9000,,,,159,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,274,,,,,,,,,2.64,,,,,,,,,,,,,,5.23,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)152EF250,250,,1500,cylindrical,0,,,,40,50,,105,9000,,,,77,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,126,,,,,,,,,4.41,,,,,,,,,,,,,,8.39,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)182EH250,250,,1800,cylindrical,0,,,,40,60,,105,9000,,,,64,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,105,,,,,,,,,5.02,,,,,,,,,,,,,,9.57,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)222EJ250,250,,2200,cylindrical,0,,,,40,70,,105,9000,,,,51,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,87,,,,,,,,,5.7,,,,,,,,,,,,,,10.6,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)272EL250,250,,2700,cylindrical,0,,,,40,80,,105,9000,,,,45,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,72,,,,,,,,,6.42,,,,,,,,,,,,,,11.5,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)332EN250,250,,3300,cylindrical,0,,,,40,100,,105,9000,,,,36,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,60,,,,,,,,,7.22,,,,,,,,,,,,,,12.62,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)392FP250,250,,3900,cylindrical,0,,,,45,105,,105,9000,,,,29,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,49,,,,,,,,,8.42,,,,,,,,,,,,,,15.83,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)432FP250,250,,4300,cylindrical,0,,,,45,105,,105,9000,,,,28,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,45,,,,,,,,,8.89,,,,,,,,,,,,,,16.22,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)472KP250,250,,4700,cylindrical,0,,,,50,105,,105,9000,,,,25,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,42,,,,,,,,,9.52,,,,,,,,,,,,,,16.86,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)562KP250,250,,5600,cylindrical,0,,,,50,105,,105,9000,,,,23,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,37,,,,,,,,,10.4,,,,,,,,,,,,,,17.38,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)121BB350,350,,120,cylindrical,0,,,,25,30,,105,6000,,,,529,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1132,,,,,,,,,0.91,,,,,,,,,,,,,,2.55,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)131BB350,350,,130,cylindrical,0,,,,25,30,,105,6000,,,,549,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1048,,,,,,,,,0.95,,,,,,,,,,,,,,2.62,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)151BC350,350,,150,cylindrical,0,,,,25,35,,105,6000,,,,423,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,906,,,,,,,,,1.06,,,,,,,,,,,,,,2.95,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)181BD350,350,,180,cylindrical,0,,,,25,40,,105,6000,,,,354,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,756,,,,,,,,,1.2,,,,,,,,,,,,,,3.32,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)201BD350,350,,200,cylindrical,0,,,,25,40,,105,6000,,,,358,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,683,,,,,,,,,1.27,,,,,,,,,,,,,,3.45,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)181CB350,350,,180,cylindrical,0,,,,30,30,,105,7000,,,,347,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,749,,,,,,,,,1.26,,,,,,,,,,,,,,3.69,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)201CB350,350,,200,cylindrical,0,,,,30,30,,105,7000,,,,352,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,675,,,,,,,,,1.34,,,,,,,,,,,,,,3.85,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)221CC350,350,,220,cylindrical,0,,,,30,35,,105,7000,,,,284,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,613,,,,,,,,,1.45,,,,,,,,,,,,,,4.23,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)271CC350,350,,270,cylindrical,0,,,,30,35,,105,7000,,,,234,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,502,,,,,,,,,1.62,,,,,,,,,,,,,,4.59,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)331CD350,350,,330,cylindrical,0,,,,30,40,,105,7000,,,,215,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,411,,,,,,,,,1.85,,,,,,,,,,,,,,5.21,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)431CF350,350,,430,cylindrical,0,,,,30,50,,105,7000,,,,165,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,316,,,,,,,,,2.23,,,,,,,,,,,,,,6.2,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)361DC350,350,,360,cylindrical,0,,,,35,35,,105,8000,,,,201,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,381,,,,,,,,,2.04,,,,,,,,,,,,,,5.36,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)431DD350,350,,430,cylindrical,0,,,,35,40,,105,8000,,,,168,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,319,,,,,,,,,2.3,,,,,,,,,,,,,,6.05,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)471DD350,350,,470,cylindrical,0,,,,35,40,,105,8000,,,,140,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,294,,,,,,,,,2.41,,,,,,,,,,,,,,6.18,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)561DE350,350,,560,cylindrical,0,,,,35,45,,105,8000,,,,118,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,247,,,,,,,,,2.7,,,,,,,,,,,,,,6.87,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)621DF350,350,,620,cylindrical,0,,,,35,50,,105,8000,,,,118,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,223,,,,,,,,,2.91,,,,,,,,,,,,,,7.42,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)681DG350,350,,680,cylindrical,0,,,,35,55,,105,8000,,,,97,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,203,,,,,,,,,3.11,,,,,,,,,,,,,,7.91,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)391EB350,350,,390,cylindrical,0,,,,40,30,,105,9000,,,,195,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,364,,,,,,,,,2.16,,,,,,,,,,,,,,5.17,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)821EF350,350,,820,cylindrical,0,,,,40,50,,105,9000,,,,94,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,175,,,,,,,,,3.54,,,,,,,,,,,,,,8.25,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)102EH350,350,,1000,cylindrical,0,,,,40,60,,105,9000,,,,70,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,143,,,,,,,,,4.06,,,,,,,,,,,,,,9.38,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)112EH350,350,,1100,cylindrical,0,,,,40,60,,105,9000,,,,71,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,132,,,,,,,,,4.26,,,,,,,,,,,,,,9.52,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)122EJ350,350,,1200,cylindrical,0,,,,40,70,,105,9000,,,,59,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,120,,,,,,,,,4.57,,,,,,,,,,,,,,10.35,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)152EL350,350,,1500,cylindrical,0,,,,40,80,,105,9000,,,,49,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,98,,,,,,,,,5.22,,,,,,,,,,,,,,11.29,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)162EL350,350,,1600,cylindrical,0,,,,40,80,,105,9000,,,,51,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,92,,,,,,,,,5.4,,,,,,,,,,,,,,11.41,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)182EN350,350,,1800,cylindrical,0,,,,40,100,,105,9000,,,,41,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,82,,,,,,,,,5.81,,,,,,,,,,,,,,12.27,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)222FP350,350,,2200,cylindrical,0,,,,45,105,,105,9000,,,,32,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,66,,,,,,,,,6.81,,,,,,,,,,,,,,15.31,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)242FP350,350,,2400,cylindrical,0,,,,45,105,,105,9000,,,,33,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,61,,,,,,,,,7.19,,,,,,,,,,,,,,15.72,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)272FP350,350,,2700,cylindrical,0,,,,45,105,,105,9000,,,,28,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,55,,,,,,,,,7.71,,,,,,,,,,,,,,16.23,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)332KP350,350,,3300,cylindrical,0,,,,50,105,,105,9000,,,,26,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,47,,,,,,,,,8.81,,,,,,,,,,,,,,17.27,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)101BB400,400,,100,cylindrical,0,,,,25,30,,105,6000,,,,532,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1213,,,,,,,,,0.87,,,,,,,,,,,,,,2.54,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
