KEMET Part Number,Rated Voltage /V,VDC  Surge Voltage /V,Rated Capacitance /uF,Shape,Shape_code,Length /mm,Width /mm,Height /mm,Diameter /mm,Cylinder_length /mm,DC Leakage /mA,Maximum Temperature /deg,Endurance /Hours,MSL /Reflow Temp 260 deg,SPQ,MOQ,Impedance /mohm 20deg 10 kHz,ESL /nH,Type_code,Type,Manufacturer_code,Manufacturer,Dissipation Factor,ESR_at_100_Hz_0_deg,ESR_at_1000_Hz_0_deg,ESR_at_10000_Hz_0_deg,ESR_at_100000_Hz_0_deg,ESR_at_1000000_Hz_0_deg,ESR_at_100_Hz_40_deg,ESR_at_1000_Hz_40_deg,ESR_at_10000_Hz_40_deg,ESR_at_100000_Hz_40_deg,ESR_at_1000000_Hz_40_deg,ESR_at_100_Hz_80_deg,ESR_at_1000_Hz_80_deg,ESR_at_10000_Hz_80_deg,ESR_at_100000_Hz_80_deg,ESR_at_1000000_Hz_80_deg,ESR_at_100_Hz_120_deg,ESR_at_1000_Hz_120_deg,ESR_at_10000_Hz_120_deg,ESR_at_100000_Hz_120_deg,ESR_at_1000000_Hz_120_deg,ESR_at_100_Hz_160_deg,ESR_at_1000_Hz_160_deg,ESR_at_10000_Hz_160_deg,ESR_at_100000_Hz_160_deg,ESR_at_1000000_Hz_160_deg,Ripple_at_100_Hz_0_deg,Ripple_at_1000_Hz_0_deg,Ripple_at_10000_Hz_0_deg,Ripple_at_100000_Hz_0_deg,Ripple_at_1000000_Hz_0_deg,Ripple_at_100_Hz_40_deg,Ripple_at_1000_Hz_40_deg,Ripple_at_10000_Hz_40_deg,Ripple_at_100000_Hz_40_deg,Ripple_at_1000000_Hz_40_deg,Ripple_at_100_Hz_80_deg,Ripple_at_1000_Hz_80_deg,Ripple_at_10000_Hz_80_deg,Ripple_at_100000_Hz_80_deg,Ripple_at_1000000_Hz_80_deg,Ripple_at_100_Hz_120_deg,Ripple_at_1000_Hz_120_deg,Ripple_at_10000_Hz_120_deg,Ripple_at_100000_Hz_120_deg,Ripple_at_1000000_Hz_120_deg,Ripple_at_100_Hz_160_deg,Ripple_at_1000_Hz_160_deg,Ripple_at_10000_Hz_160_deg,Ripple_at_100000_Hz_160_deg,Ripple_at_1000000_Hz_160_deg
PEH169GC522VM(1),16,,22000,cylindrical,0,,,,35,75,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,95.04403396,26.91660637,14.86083541,12.74710624,12.31584963,56.63131549,15.97140331,8.849993775,7.648573705,7.376672777,89.22184517,13.89901966,6.315207156,5.277435637,5.386724529,78.67485204,10.61466262,4.325227601,3.503811229,3.58763894,46.33192872,6.07278858,2.450761996,1.966046197,1.953062574,637.8206633,92.53178168,36.39586076,27.03018954,25.95663805,290.3326047,53.84766834,25.69325062,16.43248903,15.5051212,45.64027856,31.40945737,15.74815774,11.89527005,11.50183388,111.1405019,20.62004257,9.693095206,7.858724291,7.824773484,84.37041573,12.38178811,5.474491348,4.479133705,4.367631684
PEH169GD533VM(1),16,,33000,cylindrical,0,,,,35,95,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,68.92217251,19.50086271,10.77521305,9.258084397,8.941321508,41.07487722,11.57398215,6.41821064,5.555633322,5.356152906,64.84115321,10.08866927,4.581440906,3.830071641,3.911328895,57.18561033,7.705471407,3.135953162,2.540331098,2.60322213,33.67158722,4.405451597,1.77429043,1.422825216,1.415034471,730.1849268,106.0482134,41.74214812,31.03242207,29.80057079,332.5044984,61.7149566,29.39237982,18.85092656,17.79580819,52.5030103,36.02033484,18.05618682,13.64531609,13.19183302,127.3237885,23.66271422,11.134008,9.028001918,8.981420245,96.6436706,14.22119281,6.302589703,5.158477626,5.023103383
PEH169GH547VM(1),16,,47000,cylindrical,0,,,,50,75,,85,5000,,,,,16,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,68.92217251,19.50086271,10.77521305,9.258084397,8.941321508,41.07487722,11.57398215,6.41821064,5.555633322,5.356152906,64.84115321,10.08866927,4.581440906,3.830071641,3.911328895,57.18561033,7.705471407,3.135953162,2.540331098,2.60322213,33.67158722,4.405451597,1.77429043,1.422825216,1.415034471,763.1689394,111.5280722,44.07508855,32.95371517,31.64946111,348.2816612,64.91327394,30.59266538,19.9317636,18.86764393,56.37213824,38.01612822,19.03431005,14.4239687,13.93184822,133.5997788,25.06622104,11.85693376,9.620371637,9.526108686,101.336477,15.13755041,6.795992637,5.572936197,5.385804803
PEH169GJ568VM(1),16,,68000,cylindrical,0,,,,50,95,,85,5000,,,,,16,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,58.3745736,16.3428139,9.113889198,7.980142478,7.67292842,34.86700238,9.726989397,5.441255298,4.794133952,4.602896071,56.27919251,8.637889747,3.898679422,3.27370277,3.361881691,49.72494417,6.604811406,2.650914992,2.14679792,2.220359784,29.22816478,3.747721706,1.474715537,1.177341387,1.186423926,863.0610181,126.1544841,49.86253827,37.28844372,35.81278471,393.899818,73.42674229,34.59173126,22.55009168,21.34827909,63.81237664,43.00727566,21.53241987,16.31861639,15.76133467,151.108395,28.36093802,13.41795428,10.88718818,10.77871146,114.6139926,17.13019595,7.694116545,6.309850914,6.096347419
PEH169GO610VM(1),16,,100000,cylindrical,0,,,,65,105,,85,5000,,,,,16,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,59.47876066,16.75449446,9.293559039,8.049103261,7.759058648,35.48043963,9.955700816,5.541071877,4.832445498,4.650746197,56.54023054,8.746287385,3.961583063,3.318051293,3.396470886,49.90349552,6.683369163,2.704083006,2.1902218,2.25319383,29.36214995,3.808892244,1.519166159,1.215987488,1.215984632,988.1056635,144.5024951,57.13236861,42.74381121,41.05264714,451.047021,84.10692754,39.59059728,25.84058146,24.46857574,73.21011847,49.27587955,24.66866967,18.69944137,18.05957185,173.0550823,32.5040421,15.38438585,12.48334724,12.35451895,131.2531223,19.63996502,8.830102725,7.242505272,6.993426798
PEH169GT615VM(1),16,,150000,cylindrical,0,,,,75,105,,85,5000,,,,,17,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,41.696124,11.6734385,6.509920856,5.70010177,5.480663157,24.9050017,6.947849569,3.886610927,3.424381394,3.287782908,40.19942322,6.169921248,2.784771016,2.338359121,2.401344065,35.51781727,4.717722433,1.893510709,1.533427086,1.585971274,20.87726056,2.676944075,1.05336824,0.840958134,0.847445661,1322.492762,193.4099802,76.47059972,57.21341228,54.94979009,603.6935367,112.5733568,52.98742083,34.58736898,32.75139977,97.99849572,65.95468605,33.01828005,25.0289896,24.17242067,231.6236628,43.50675302,20.59258629,16.70948893,16.53666261,175.6736702,26.28878059,11.820154,9.695054226,9.36128301
PEH169GU622VM(1),16,,220000,cylindrical,0,,,,75,115,,85,5000,,,,,17,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,34.46108625,9.750431356,5.387606526,4.629042199,4.470660754,20.53743861,5.786991074,3.20910532,2.777816661,2.678076453,32.4205766,5.044334636,2.290720453,1.91503582,1.955664447,28.59280517,3.852735704,1.567976581,1.270165549,1.301611065,16.83579361,2.202725798,0.887145215,0.711412608,0.707517235,1320.821376,193.3433021,76.48929713,57.27504543,55.00996348,603.1258145,112.5369292,52.8875991,34.6027773,32.77909626,98.2607314,65.96638749,33.01844488,25.03919413,24.17902748,231.4661656,43.53804117,20.62327805,16.73595505,16.55159605,175.5360143,26.32619029,11.85902486,9.729581782,9.384464547
PEH169GV633VM(1),16,,330000,cylindrical,0,,,,75,145,,85,5000,,,,,17,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,33.3568992,9.338750802,5.207936685,4.560081416,4.384530525,19.92400136,5.558279655,3.109288742,2.739505115,2.630226326,32.15953858,4.935936998,2.227816813,1.870687297,1.921075252,28.41425381,3.774177946,1.514808567,1.226741669,1.26877702,16.70180845,2.14155526,0.842694592,0.672766507,0.677956529,1393.530408,204.0514446,80.74202728,60.47685453,58.08550578,636.3981892,118.7705534,55.78697575,36.52919265,34.60876106,103.8108144,69.63244073,34.85135453,26.4328383,25.52361175,244.2573795,45.96624353,21.77926741,17.67461845,17.4758195,185.2297895,27.80119773,12.53149477,10.28226249,9.913849719
PEH169HA460AQ(1),25,,6000,cylindrical,0,,,,35,51,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,236.2009401,67.15337345,36.95027103,31.47015739,30.45688333,140.6213817,39.80550186,21.98586479,18.87477499,18.23252897,219.6872657,34.40155112,15.66679989,13.07062449,13.31314991,193.5817268,26.26127871,10.75663797,8.714745065,8.892585337,114.0770587,15.06720339,6.132694723,4.927634933,4.871813633,168.5533084,26.56107173,10.98610335,8.731667003,8.39672321,79.04008579,15.48535018,6.400142155,5.043697352,4.916846991,16.64015179,9.427778079,4.658544025,3.639683543,3.480203704,30.9743518,6.472348242,3.234210971,2.641131654,2.49279002,23.29665673,4.109792847,2.084899207,1.738496285,1.569462095
PEH169HA468VM(1),25,,6800,cylindrical,0,,,,35,51,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,192.296442,54.65657384,30.08101049,25.63213405,24.80395972,114.4895055,32.40022946,17.89962071,15.3737705,14.84904581,178.9657664,28.0148346,12.75622159,10.64356832,10.84262745,157.7068068,21.38644076,8.75679123,7.094470219,7.240945972,92.93182777,12.26791824,4.990425237,4.009384597,3.965246559,452.1944016,65.17393747,25.52569512,18.84094037,18.09023291,205.3662829,37.92134276,18.29482383,11.50771555,10.82623378,31.42759589,22.03935448,11.06403699,8.332601106,8.064939989,78.46934374,14.41116008,6.735489975,5.456977146,5.46120984,59.61272987,8.608168014,3.75163816,3.062891055,3.012182742
PEH169HA510VM(1),25,,10000,cylindrical,0,,,,35,51,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,156.7311687,44.49446193,24.51373413,20.93413107,20.24716873,93.33862962,26.38452696,14.59069881,12.55764229,12.12311923,146.2841518,22.86210232,10.4025975,8.684183977,8.852373807,128.9354503,17.4551473,7.135646635,5.78088079,5.906500861,75.962049,10.0040219,4.0588294,3.259325888,3.228168618,497.5408404,71.89881433,28.20818751,20.87287321,20.04228597,226.1683686,41.83677311,20.09447756,12.72463848,11.98542552,34.9900796,24.35064393,12.21813395,9.21272639,8.913242961,86.48223842,15.94813997,7.471292251,6.054849023,6.046999942,65.68052937,9.546575215,4.185122768,3.419826794,3.351509359
PEH169HC515VM(1),25,,15000,cylindrical,0,,,,35,75,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,96.14822101,27.32828692,15.04050525,12.81606702,12.40197986,57.24475274,16.20011473,8.949810354,7.686885251,7.424522904,89.48288319,14.0074173,6.378110796,5.321784161,5.421313725,78.85340339,10.69322038,4.378395615,3.547235109,3.620472986,46.46591389,6.133959119,2.495212619,2.004692299,1.98262328,636.2047407,91.94681635,36.0761971,26.69757818,25.63526667,289.2120427,53.50252004,25.69294752,16.27427191,15.329597,44.76328405,31.14243104,15.62564509,11.78263167,11.39942177,110.592249,20.397672,9.556691846,7.744978887,7.734287265,83.99029873,12.21112885,5.354509689,4.37553505,4.287521701
PEH169HD522VM(1),25,,22000,cylindrical,0,,,,35,95,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,70.02635956,19.91254327,10.95488289,9.32704518,9.027451736,41.68831447,11.80269357,6.518027219,5.593944868,5.404003033,65.10219123,10.19706691,4.644344547,3.874420165,3.94591809,57.36416168,7.784029165,3.189121176,2.583754978,2.636056176,33.80557239,4.466622135,1.818741052,1.461471317,1.444595177,725.8203364,105.0065932,41.22807275,30.53970296,29.32512521,330.0691728,61.10328186,29.29205293,18.6026397,17.53096434,51.30358847,35.58699239,17.85216391,13.46778999,13.02775298,126.2525364,23.32338475,10.93736083,8.86489237,8.845543323,95.8724864,13.97417042,6.141491133,5.020340756,4.912768281
PEH169HH533VM(1),25,,33000,cylindrical,0,,,,50,75,,85,5000,,,,,16,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,68.92217251,19.50086271,10.77521305,9.258084397,8.941321508,41.07487722,11.57398215,6.41821064,5.555633322,5.356152906,64.84115321,10.08866927,4.581440906,3.830071641,3.911328895,57.18561033,7.705471407,3.135953162,2.540331098,2.60322213,33.67158722,4.405451597,1.77429043,1.422825216,1.415034471,741.3591446,107.9398292,42.55531312,31.70980992,30.45257549,337.8880596,62.81941219,29.79250869,19.22878526,18.17258946,53.89016345,36.71526889,18.39584042,13.91738233,13.44988388,129.4767023,24.15525766,11.39013918,9.238096869,9.173037083,98.25017463,14.54560748,6.480388643,5.308141445,5.152904965
PEH169HJ547VM(1),25,,47000,cylindrical,0,,,,50,95,,85,5000,,,,,16,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,59.47876066,16.75449446,9.293559039,8.049103261,7.759058648,35.48043963,9.955700816,5.541071877,4.832445498,4.650746197,56.54023054,8.746287385,3.961583063,3.318051293,3.396470886,49.90349552,6.683369163,2.704083006,2.1902218,2.25319383,29.36214995,3.808892244,1.519166159,1.215987488,1.215984632,856.127307,124.7212051,49.18956939,36.67257366,35.21897287,390.2742358,72.58689091,34.39141424,22.22931474,21.01361829,62.3879713,42.43728669,21.2604992,16.08871795,15.54696582,149.5750607,27.92935749,13.17621922,10.68735287,10.60749786,113.4939764,16.82577257,7.505232359,6.148686792,5.964688308
PEH169HO568VM(1),25,,68000,cylindrical,0,,,,65,105,,85,5000,,,,,16,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,59.47876066,16.75449446,9.293559039,8.049103261,7.759058648,35.48043963,9.955700816,5.541071877,4.832445498,4.650746197,56.54023054,8.746287385,3.961583063,3.318051293,3.396470886,49.90349552,6.683369163,2.704083006,2.1902218,2.25319383,29.36214995,3.808892244,1.519166159,1.215987488,1.215984632,930.0931679,135.8843206,53.69092683,40.13308048,38.54447069,424.4181588,79.08896384,37.29102663,24.27878784,22.97980191,68.62016112,46.31102708,23.18869647,17.56996975,16.97120395,162.7926936,30.53051474,14.43830008,11.71448491,11.60209948,123.4833981,18.43351499,8.271021333,6.781944232,6.556381245
PEH169HT610VM(1),25,,100000,cylindrical,0,,,,75,105,,85,5000,,,,,17,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,41.696124,11.6734385,6.509920856,5.70010177,5.480663157,24.9050017,6.947849569,3.886610927,3.424381394,3.287782908,40.19942322,6.169921248,2.784771016,2.338359121,2.401344065,35.51781727,4.717722433,1.893510709,1.533427086,1.585971274,20.87726056,2.676944075,1.05336824,0.840958134,0.847445661,1301.401155,190.0817217,75.09289703,56.11733431,53.8957362,593.7979627,110.6328943,52.18739885,33.95470935,32.13435606,95.90629626,64.77250509,32.43426048,24.57246473,23.73597282,227.7442542,42.69462101,20.18641542,16.37776767,16.22380711,172.7563087,25.77268622,11.55787519,9.47630332,9.163987609
PEH169HU615VM(1),25,,150000,cylindrical,0,,,,75,115,,85,5000,,,,,17,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,34.46108625,9.750431356,5.387606526,4.629042199,4.470660754,20.53743861,5.786991074,3.20910532,2.777816661,2.678076453,32.4205766,5.044334636,2.290720453,1.91503582,1.955664447,28.59280517,3.852735704,1.567976581,1.270165549,1.301611065,16.83579361,2.202725798,0.887145215,0.711412608,0.707517235,1324.702788,193.6716466,76.55845687,57.26264959,54.99674049,604.6347796,112.7248338,53.08734359,34.62469969,32.78221134,98.02859154,66.03199339,33.05895277,25.05633119,24.19995124,231.963911,43.5495884,20.60736231,16.72093794,16.55189124,175.9380318,26.3082573,11.82127703,9.695059555,9.364804801
PEH169HV622VM(1),25,,220000,cylindrical,0,,,,75,145,,85,5000,,,,,17,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,33.3568992,9.338750802,5.207936685,4.560081416,4.384530525,19.92400136,5.558279655,3.109288742,2.739505115,2.630226326,32.15953858,4.935936998,2.227816813,1.870687297,1.921075252,28.41425381,3.774177946,1.514808567,1.226741669,1.26877702,16.70180845,2.14155526,0.842694592,0.672766507,0.677956529,1395.201794,204.1181226,80.72332987,60.41522139,58.02533239,636.9659115,118.806981,55.88679748,36.51378432,34.58106456,103.5485787,69.6207393,34.8511897,26.42263377,25.51700495,244.4148767,45.93495539,21.74857565,17.64815233,17.46088606,185.3674454,27.76378803,12.49262391,10.24773493,9.890668182
PEH169KA447VM(1),40,,4700,cylindrical,0,,,,35,51,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,180.0347406,51.63392066,28.19572152,23.62793647,22.95621537,106.9812538,30.5359353,16.74424265,14.15726413,13.72533315,163.9301492,25.98045665,11.89392775,9.885618768,10.02044661,144.2138853,19.81358282,8.212059002,6.654794904,6.737893644,85.11686421,11.44182276,4.746880431,3.827585748,3.744511119,465.4545626,66.74393623,26.05283801,19.1363642,18.37193531,211.0137403,38.83020483,18.8943604,11.73169984,11.01110323,31.60817084,22.50319851,11.30807331,8.496650655,8.230123373,80.51083303,14.66817235,6.824146135,5.525671196,5.552581623,61.19889907,8.725028306,3.758376311,3.062923031,3.033313485
PEH169KB468VM(1),40,,6800,cylindrical,0,,,,35,60,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,133.9218684,38.31375994,20.9671213,17.65199157,17.1310313,79.62250311,22.67324006,12.45836541,10.57963655,10.24614974,122.6865739,19.37694485,8.857542171,7.369865552,7.480745759,107.9818626,14.78162936,6.105876237,4.947672298,5.020586188,63.70366299,8.520196532,3.515709701,2.83204321,2.778822633,520.3592965,74.77546352,29.22883172,21.51307354,20.6546217,236.0788251,43.50494246,21.0938399,13.16826435,12.37155203,35.68081319,25.24239569,12.67931121,9.536203807,9.234065093,90.12838855,16.47532513,7.679676234,6.219892619,6.239502344,68.4930856,9.817190926,4.249678201,3.465923932,3.422331703
PEH169KC510VM(1),40,,10000,cylindrical,0,,,,35,75,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,113.9308577,32.40934288,17.82414343,15.16506852,14.68037535,67.82019067,19.20796597,10.6042713,9.094949355,8.787486194,105.8236905,16.58378344,7.554922843,6.301476333,6.416440547,93.23908165,12.65886711,5.188967912,4.204029824,4.287695541,54.95080327,7.265907287,2.961010537,2.379721653,2.35116225,605.0161977,87.11691899,34.09843852,25.14585326,24.14345565,274.6799488,50.68770082,24.49299875,15.36923167,14.45278816,41.86859445,29.44333358,14.78364703,11.12913282,10.7731978,104.9254285,19.24124359,8.985325374,7.278992951,7.290139068,79.71984454,11.48439264,4.994419708,4.076186095,4.013831373
PEH169KD515VM(1),40,,15000,cylindrical,0,,,,35,95,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,70.02635956,19.91254327,10.95488289,9.32704518,9.027451736,41.68831447,11.80269357,6.518027219,5.593944868,5.404003033,65.10219123,10.19706691,4.644344547,3.874420165,3.94591809,57.36416168,7.784029165,3.189121176,2.583754978,2.636056176,33.80557239,4.466622135,1.818741052,1.461471317,1.444595177,706.7592093,101.875005,39.90270902,29.45590547,28.28231379,320.9903348,59.27594656,28.59192003,17.9897311,16.92522951,49.144041,34.45244918,17.29520454,13.02609134,12.60745656,122.652459,22.52938027,10.53081006,8.531981746,8.537862424,93.17725122,13.45859062,5.86700405,4.790084218,4.710093562
PEH169KH522VM(1),40,,22000,cylindrical,0,,,,50,75,,85,5000,,,,,16,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,70.02635956,19.91254327,10.95488289,9.32704518,9.027451736,41.68831447,11.80269357,6.518027219,5.593944868,5.404003033,65.10219123,10.19706691,4.644344547,3.874420165,3.94591809,57.36416168,7.784029165,3.189121176,2.583754978,2.636056176,33.80557239,4.466622135,1.818741052,1.461471317,1.444595177,793.929768,115.1264065,45.26957042,33.60608063,32.27105878,361.3345549,66.99560228,31.99155037,20.43681393,19.27950329,56.69603595,39.06876137,19.5901156,14.79423561,14.305897,138.3023369,25.64120851,12.0486422,9.768019374,9.729255488,104.9953033,15.39126229,6.798383693,5.561499844,5.426208762
PEH169KJ533VM(1),40,,33000,cylindrical,0,,,,50,95,,85,5000,,,,,16,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,67.81798546,19.08918216,10.59554321,9.189123615,8.855191279,40.46143997,11.34527073,6.318394062,5.517321776,5.308302779,64.58011518,9.980271635,4.518537266,3.785723117,3.876739699,57.00705898,7.62691365,3.082785148,2.496907218,2.570388085,33.53760206,4.344281059,1.729839807,1.384179115,1.385473764,818.1291365,119.0413122,46.91272118,34.93618,33.55060273,372.7939063,69.27929084,32.8916635,21.19470267,20.02487203,59.3055504,40.47659762,20.28287047,15.34067894,14.82677103,142.8265786,26.6197151,12.54536874,10.17438153,10.10760975,108.3882024,16.02164407,7.128442008,5.837810888,5.671531499
PEH169KO547VM(1),40,,47000,cylindrical,0,,,,65,105,,85,5000,,,,,16,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,59.47876066,16.75449446,9.293559039,8.049103261,7.759058648,35.48043963,9.955700816,5.541071877,4.832445498,4.650746197,56.54023054,8.746287385,3.961583063,3.318051293,3.396470886,49.90349552,6.683369163,2.704083006,2.1902218,2.25319383,29.36214995,3.808892244,1.519166159,1.215987488,1.215984632,963.726748,140.5225932,55.45369966,41.37675502,39.73739526,439.4631627,81.78488916,38.69045047,25.06511304,23.70370431,70.50316018,47.8383737,23.96230228,18.14048266,17.5273187,168.4699235,31.50082766,14.87250339,12.0643467,11.96611067,127.8179879,18.99062109,8.486713114,6.954683266,6.739202952
PEH169KT568VM(1),40,,68000,cylindrical,0,,,,75,105,,85,5000,,,,,17,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,41.696124,11.6734385,6.509920856,5.70010177,5.480663157,24.9050017,6.947849569,3.886610927,3.424381394,3.287782908,40.19942322,6.169921248,2.784771016,2.338359121,2.401344065,35.51781727,4.717722433,1.893510709,1.533427086,1.585971274,20.87726056,2.676944075,1.05336824,0.840958134,0.847445661,1277.56088,186.2968083,73.52078264,54.86114857,52.68760811,582.587625,108.4259053,51.28735307,33.23197997,31.4279927,93.49166948,63.42400802,31.76873065,24.05105215,23.23785703,223.3418464,41.7655301,19.72000075,15.99668228,15.8655609,169.44788,25.18022871,11.25447946,9.2230142,8.936467091
PEH169KU610VM(1),40,,100000,cylindrical,0,,,,75,115,,85,5000,,,,,17,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,34.46108625,9.750431356,5.387606526,4.629042199,4.470660754,20.53743861,5.786991074,3.20910532,2.777816661,2.678076453,32.4205766,5.044334636,2.290720453,1.91503582,1.955664447,28.59280517,3.852735704,1.567976581,1.270165549,1.301611065,16.83579361,2.202725798,0.887145215,0.711412608,0.707517235,1286.345524,187.8617614,74.2105723,55.4523423,53.25695448,586.9054364,109.3405341,51.5875255,33.55492827,31.75445971,94.75128297,64.01196514,32.054099,24.28326143,23.4569982,225.093595,42.19053033,19.94619998,16.18268984,16.03189508,170.7477873,25.46620453,11.41782408,9.361161728,9.053845773
PEH169KV615VM(1),40,,150000,cylindrical,0,,,,75,145,,85,5000,,,,,17,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,33.3568992,9.338750802,5.207936685,4.560081416,4.384530525,19.92400136,5.558279655,3.109288742,2.739505115,2.630226326,32.15953858,4.935936998,2.227816813,1.870687297,1.921075252,28.41425381,3.774177946,1.514808567,1.226741669,1.26877702,16.70180845,2.14155526,0.842694592,0.672766507,0.677956529,1374.110187,200.7898641,79.34562718,59.31914341,56.97127849,627.0703374,116.8665185,55.0867755,35.88112469,33.96402085,101.4563792,68.43855834,34.26717013,25.9661089,25.08055709,240.5354681,45.12282337,21.34240479,17.31643107,17.14803056,182.4500839,27.24769366,12.23034509,10.02898403,9.693372781
PEH169MA422VM(1),63,,2200,cylindrical,0,,,,35,51,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,224.4335104,65.089477,35.20035661,28.87762572,28.20204818,133.0396277,38.38132915,20.85169718,17.2798847,16.83406075,198.700068,32.00037003,14.75078097,12.1997913,12.28741381,174.4136526,24.37333834,10.25854771,8.315775373,8.335011119,103.1585243,14.1950834,6.034081248,4.886813267,4.71807471,419.210389,59.69407864,23.1927547,16.91964727,16.24134258,189.5891201,34.72302543,17.09453827,10.42687851,9.75439804,27.55846795,20.0435611,10.08591377,7.553948493,7.324924784,72.19335339,13.00765326,6.012564215,4.864607428,4.9165214,54.91992346,7.691810407,3.258235225,2.648432484,2.649481322
PEH169MA433VM(1),63,,3300,cylindrical,0,,,,35,51,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,141.6511778,41.19552382,22.22481018,18.13471705,17.7339429,83.91656387,24.27421999,13.15708146,10.84781737,10.58110063,124.51384,20.13572832,9.297867654,7.680305217,7.722870129,109.2317221,15.33153366,6.478052334,5.251639458,5.250424506,64.64155914,8.948390299,3.826864058,3.102565918,2.985747576,476.3251498,67.98727239,26.45660556,19.34559391,18.57097938,215.5954478,39.54924007,19.39394053,11.90077374,11.14565842,31.66120612,22.86006562,11.49782438,8.620843237,8.356397069,82.15115712,14.85764141,6.88287034,5.570277859,5.618670751,62.47847152,8.803449743,3.75066014,3.051438715,3.042021329
PEH169MC447VM(1),63,,4700,cylindrical,0,,,,35,75,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,112.2167552,32.5447385,17.60017831,14.43881286,14.10102409,66.51981384,19.19066457,10.42584859,8.639942352,8.417030374,99.35003401,16.00018501,7.375390483,6.09989565,6.143706907,87.20682631,12.18666917,5.129273854,4.157887686,4.16750556,51.57926215,7.097541701,3.017040624,2.443406633,2.359037355,586.9082687,83.79202425,32.61230464,23.85259535,22.89763911,265.6708054,48.74339385,23.89255287,14.67059603,13.74134608,39.05703597,28.17841057,14.17207277,10.62716813,10.30077809,101.2391804,18.31711961,8.487459134,6.869062687,6.927308629,76.99332434,10.85555458,4.627736582,3.765358154,3.75237068
PEH169MD468VM(1),63,,6800,cylindrical,0,,,,35,95,,85,5000,,,,,12,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,83.88651962,24.30563374,13.15521627,10.81186945,10.55423551,49.73650107,14.33582058,7.794432296,6.470378877,6.300810248,74.447266,11.97303935,5.515816952,4.563834607,4.599132882,65.3604819,9.120362439,3.833663387,3.107559795,3.117420658,38.65095032,5.307863641,2.251667812,1.82289345,1.76188784,663.3191668,94.76351501,36.89867634,27.00505179,25.92425049,300.3276384,55.12657288,26.99164033,16.60135409,15.55462326,44.27753525,31.88040012,16.03187779,12.02543399,11.65490699,114.4672228,20.73216137,9.612376834,7.78007059,7.841773243,87.04688168,12.2936669,5.249127357,4.272005674,4.253194996
PEH169MH510VM(1),63,,10000,cylindrical,0,,,,50,75,,85,5000,,,,,16,6,Screw Terminal Aluminum Electrolytic Capacitors,0,KEMET,,80.57395847,23.07059207,12.61620675,10.6049871,10.29584482,47.89618931,13.64968632,7.494982561,6.355444239,6.157259868,73.66415193,11.64784644,5.327106031,4.430789036,4.495365295,64.82482784,8.884689166,3.674159345,2.977288155,3.018918522,38.24899483,5.124352027,2.118315945,1.706955146,1.673205721,724.0248668,104.3566317,40.8728909,30.17013478,28.9680459,328.8241039,60.71978375,29.29171615,18.4268429,17.33593744,50.32915012,35.29029647,17.71603874,13.34263624,12.91396174,125.6433664,23.07630634,10.78580154,8.738508587,8.74500308,95.45013418,13.78454902,6.008178179,4.905231139,4.823757189
